FID,Field1,Field2,Field3,Field4,Longitude,Latitude
6333,Stand_225_GNN_14234,-2020223.333330000100000,2613310.000000000000000,1770.689914280000000,-121.605430416000000,44.046369349099997
6334,Stand_54_GNN_78626,-2018370.000000000000000,2610150.000000000000000,1597.777587889999900,-121.572539031999990,44.023473351100002
6335,Stand_87_GNN_137213,-2025360.000000000000000,2616105.000000000000000,2197.249755859999800,-121.676758502000000,44.058249517599997
6336,Stand_9_GNN_23649,-2017800.000000000000000,2611260.000000000000000,1598.533203129999900,-121.569354199000000,44.034428284400001
6337,Stand_195_GNN_25306,-2020590.000000000000000,2611140.000000000000000,1694.544311520000100,-121.602623957000010,44.026735759499999
6338,Stand_182_GNN_9157,-2021655.000000000000000,2613210.000000000000000,1879.910888670000100,-121.622376229000000,44.042086154300002
6339,Stand_236_GNN_137318,-2024557.500000000000000,2613930.000000000000000,2095.580383300000000,-121.659806299000000,44.041371307799999
6340,Stand_24_GNN_9023,-2022360.000000000000000,2614455.000000000000000,2017.755310049999900,-121.635038488000010,44.051163399600000
6341,Stand_66_GNN_14408,-2017830.000000000000000,2611740.000000000000000,1572.577636720000100,-121.571313821999990,44.038506482199999
6342,Stand_60_GNN_141180,-2020530.000000000000000,2611710.000000000000000,1783.210937500000000,-121.603799190999990,44.031806223799997
6343,Stand_25_GNN_145200,-2023110.000000000000000,2613405.000000000000000,1987.063659670000100,-121.640585947999990,44.040294901199999
6344,Stand_6_GNN_82596,-2018355.000000000000000,2607885.000000000000000,1745.514628090000100,-121.564822660999990,44.003928404500002
6345,Stand_208_GNN_132244,-2020260.000000000000000,2606850.000000000000000,1853.033081050000000,-121.584358167999990,43.990439530099998
6346,Stand_202_GNN_25253,-2023414.736839999900000,2608710.000000000000000,2087.698614819999900,-121.628601995000000,43.998986151799997
6347,Stand_84_GNN_137267,-2024880.000000000000000,2612520.000000000000000,2036.466430660000000,-121.658988994000000,44.028413269399998
6348,Stand_264_GNN_149352,-2022007.500000000000000,2610300.000000000000000,1946.491455079999900,-121.616927391000000,44.016090545300003
6349,Stand_53_GNN_24518,-2018220.000000000000000,2610690.000000000000000,1688.344238279999900,-121.572526009000000,44.028499274500000
6350,Stand_97_GNN_133151,-2022930.000000000000000,2608395.000000000000000,1980.955322260000000,-121.621705715000000,43.997421462200002
6351,Stand_117_GNN_80679,-2022180.000000000000000,2611920.000000000000000,1920.644165040000000,-121.624409623000010,44.029681408700000
6352,Stand_19_GNN_14600,-2023230.000000000000000,2612790.000000000000000,1965.799743650000000,-121.639981670000000,44.034692306899998
6353,Stand_73_GNN_9157,-2019663.333330000100000,2614426.666670000200000,1869.339301219999900,-121.602392750000010,44.057359323599997
6354,Stand_79_GNN_137444,-2022109.714290000000000,2608180.285710000000000,1934.457561380000000,-121.611096844000000,43.997524413999997
6355,Stand_90_GNN_129921,-2026198.888890000100000,2613172.222219999900000,2020.781665940000000,-121.677079757000000,44.030894351500002
6356,Stand_247_GNN_25088,-2024280.000000000000000,2612360.000000000000000,2109.466471350000100,-121.651215784000000,44.028465374699998
6357,Stand_69_GNN_137526,-2018805.000000000000000,2613705.000000000000000,1821.494262700000000,-121.589626171000010,44.053168890599999
6358,Stand_146_GNN_25088,-2024397.352939999900000,2609764.411760000000000,2308.074254650000100,-121.643969798000000,44.005751187199998
6359,Stand_108_GNN_2331,-2022000.000000000000000,2610660.000000000000000,1909.288696290000000,-121.618036885000000,44.019220203899998
6360,Stand_72_GNN_137526,-2020305.000000000000000,2613000.000000000000000,1812.421997080000000,-121.605382858000000,44.043494598199999
6361,Stand_151_GNN_137268,-2020410.000000000000000,2612790.000000000000000,1843.433105470000100,-121.605950206000000,44.041428605599997
6362,Stand_155_GNN_14346,-2022240.000000000000000,2615100.000000000000000,2039.888671879999900,-121.635742630000000,44.057025515200003
6363,Stand_122_GNN_140949,-2020890.000000000000000,2613660.000000000000000,1927.405334480000000,-121.614643868000000,44.047803148500002
6364,Stand_78_GNN_78643,-2022555.000000000000000,2609280.000000000000000,1991.849792479999900,-121.620132283999990,44.005966512500002
6365,Stand_77_GNN_94006,-2021235.000000000000000,2614425.000000000000000,1932.916442880000000,-121.621359365999990,44.053592041700000
6366,Stand_149_GNN_13032,-2020522.500000000000000,2608470.000000000000000,1831.638702389999900,-121.592916743999990,44.003816829999998
6367,Stand_52_GNN_14292,-2018970.000000000000000,2610532.500000000000000,1676.052581790000000,-121.581052416000010,44.025349319800000
6368,Stand_61_GNN_14346,-2022833.333330000100000,2612916.666670000200000,1938.434353300000100,-121.635617763000000,44.036735226499999
6369,Stand_11_GNN_136333,-2019015.000000000000000,2609010.000000000000000,1777.988647460000000,-121.576527880000000,44.012080405799999
6370,Stand_74_GNN_21148,-2021625.000000000000000,2615460.000000000000000,1950.338684079999900,-121.629520170000010,44.061607066699999
6371,Stand_30_GNN_145522,-2023656.000000000000000,2610480.000000000000000,2087.450830079999800,-121.637414492000000,44.013708045700000
6372,Stand_128_GNN_24981,-2022396.666669999900000,2610940.000000000000000,1985.060289170000000,-121.623756042000000,44.020693005900000
6373,Stand_160_GNN_78787,-2026196.470590000000000,2613154.411760000000000,2011.555330160000000,-121.676991067000000,44.030746213699999
6374,Stand_47_GNN_132244,-2020250.000000000000000,2609580.000000000000000,1787.792399089999900,-121.593325389000000,44.014062061300002
6375,Stand_103_GNN_129875,-2020950.000000000000000,2606445.000000000000000,1817.710876469999900,-121.591331866999990,43.985292836399999
6376,Stand_129_GNN_149639,-2021505.000000000000000,2609490.000000000000000,1926.883117679999900,-121.608166039000000,44.010288890600002
6377,Stand_106_GNN_2931,-2019840.000000000000000,2607270.000000000000000,1814.466430660000000,-121.580690027000000,43.995071740800000
6378,Stand_206_GNN_127780,-2018490.000000000000000,2607690.000000000000000,1736.310913090000000,-121.565802702000000,44.001920914999999
6379,Stand_122_GNN_132244,-2020560.000000000000000,2613480.000000000000000,1824.033081050000000,-121.610060657999990,44.047035147400003
6380,Stand_207_GNN_94203,-2025682.500000000000000,2613982.500000000000000,2049.305358890000200,-121.673556773000000,44.039133221599997
6381,Stand_265_GNN_84328,-2024744.000000000000000,2609918.000000000000000,2222.526432289999800,-121.648663270000000,44.006249882500001
6382,Stand_96_GNN_13122,-2023507.500000000000000,2607840.000000000000000,1976.352539060000000,-121.626820614000000,43.991245037600002
6383,Stand_109_GNN_25120,-2020862.000000000000000,2609436.000000000000000,1859.847192380000000,-121.600229176000000,44.011356909299998
6384,Stand_67_GNN_145350,-2018298.000000000000000,2612454.000000000000000,1642.590942379999900,-121.579339576000000,44.043563234099999
6385,Stand_104_GNN_145350,-2020860.000000000000000,2606070.000000000000000,1826.599853519999900,-121.588998463000000,43.982266085299997
6386,Stand_271_GNN_14600,-2027490.000000000000000,2612220.000000000000000,1849.677612300000000,-121.689472757000000,44.019573885400000
6387,Stand_67_GNN_21178,-2018666.538460000000000,2612921.538460000000000,1674.622450610000000,-121.585345023000000,44.046726145800001
6388,Stand_273_GNN_90854,-2018117.142860000000000,2610484.285710000000000,1695.956944060000100,-121.570600139000010,44.026966076000001
6389,Stand_20_GNN_29488,-2022120.000000000000000,2611870.000000000000000,1868.040527339999900,-121.623518907999990,44.029392548300002
6390,Stand_91_GNN_93024,-2026470.000000000000000,2612460.000000000000000,1904.288696290000000,-121.677970667000000,44.024090092999998
6391,Stand_2_GNN_8534,-2018898.750000000000000,2611057.500000000000000,1666.101211550000000,-121.581940432000000,44.030057774799999
6392,Stand_159_GNN_84328,-2022960.000000000000000,2614920.000000000000000,2057.829427080000200,-121.643832470000010,44.053748562000003
6393,Stand_4_GNN_88508,-2026860.000000000000000,2613840.000000000000000,1909.555297850000000,-121.687287878000010,44.035082756300000
6394,Stand_4_GNN_24782,-2026920.000000000000000,2613780.000000000000000,1938.427551270000100,-121.687811201000000,44.034420543300001
6395,Stand_302_GNN_137000,-2020455.000000000000000,2606767.500000000000000,1880.491455079999900,-121.586435452000000,43.989261295299997
6396,Stand_121_GNN_130578,-2020035.000000000000000,2614110.000000000000000,1840.810913090000000,-121.605823797000000,44.053734614800000
6397,Stand_225_GNN_8959,-2019900.000000000000000,2613240.000000000000000,1733.327575690000000,-121.601294458000000,44.046536029599999
6398,Stand_74_GNN_23651,-2021640.000000000000000,2615550.000000000000000,1957.722045900000000,-121.630001578999990,44.062349200800000
6399,Stand_22_GNN_93088,-2025060.000000000000000,2611260.000000000000000,2039.877563479999900,-121.656953792000000,44.017092791800003
6400,Stand_57_GNN_137492,-2019445.200000000000000,2612820.000000000000000,1748.342475590000000,-121.594405503000000,44.043990638700002
6401,Stand_9_GNN_8142,-2017670.000000000000000,2611440.000000000000000,1565.196085610000000,-121.568384222000010,44.036294328600000
6402,Stand_6_GNN_13389,-2018820.000000000000000,2608327.500000000000000,1781.885894770000000,-121.571904367000000,44.006645322099999
6403,Stand_77_GNN_13642,-2021090.000000000000000,2614210.000000000000000,1882.625732420000100,-121.618892031000000,44.052079866200003
6404,Stand_180_GNN_25119,-2022000.000000000000000,2610210.000000000000000,1959.110961910000000,-121.616536932000000,44.015330520299997
6405,Stand_49_GNN_149321,-2019915.000000000000000,2608995.000000000000000,1779.310913090000000,-121.587336029000000,44.009804328000001
6406,Stand_244_GNN_84328,-2021625.000000000000000,2614687.500000000000000,1979.469268800000000,-121.626942626000000,44.054929454899998
6407,Stand_47_GNN_141180,-2020036.153849999900000,2609578.846150000100000,1777.249795770000000,-121.590741542000000,44.014562288599997
6408,Stand_253_GNN_21177,-2021790.000000000000000,2614230.000000000000000,1971.088623050000000,-121.627407913000000,44.050580563600001
6409,Stand_212_GNN_21178,-2021160.000000000000000,2607637.500000000000000,1925.208114620000100,-121.597834412000000,43.995099586499997
6410,Stand_224_GNN_9157,-2020200.000000000000000,2612610.000000000000000,1821.866455079999900,-121.602815811000000,44.040373889199998
6411,Stand_252_GNN_21178,-2021010.000000000000000,2614230.000000000000000,1852.955322269999900,-121.617993087000000,44.052443825300003
6412,Stand_7_GNN_24437,-2026492.500000000000000,2611140.000000000000000,1909.060882570000100,-121.673832322000000,44.012628423599999
6413,Stand_80_GNN_14345,-2022390.000000000000000,2610270.000000000000000,2005.088623050000000,-121.621441881000000,44.014917707000002
6414,Stand_101_GNN_93760,-2021070.000000000000000,2606640.000000000000000,1883.910888670000100,-121.593428101000000,43.986692097499997
6415,Stand_78_GNN_78787,-2022180.000000000000000,2608980.000000000000000,1974.222045900000000,-121.614609146000010,44.004268988000000
6416,Stand_283_GNN_24402,-2019720.000000000000000,2609970.000000000000000,1714.022094729999900,-121.588229473000000,44.018697811000003
6417,Stand_78_GNN_78788,-2022588.461540000000000,2609247.692309999800000,1992.881396950000000,-121.620428223000000,44.005607343500003
6418,Stand_103_GNN_82600,-2020980.000000000000000,2606280.000000000000000,1806.038696290000000,-121.591144480000000,43.983795032800003
6419,Stand_136_GNN_12267,-2017620.000000000000000,2612025.000000000000000,1725.377563479999900,-121.569727700000000,44.041471031400000
6420,Stand_158_GNN_133913,-2020310.000000000000000,2614240.000000000000000,1857.507202150000000,-121.609576786000010,44.054201865800003
6421,Stand_69_GNN_78660,-2018760.000000000000000,2613210.000000000000000,1705.122070310000000,-121.587433997999990,44.048996954899998
6422,Stand_52_GNN_21178,-2018967.272730000100000,2610763.636359999900000,1697.155362219999900,-121.581788985000000,44.027353950500000
6423,Stand_171_GNN_25253,-2021040.000000000000000,2615070.000000000000000,1882.366455070000000,-121.621156974000000,44.059633412899998
6424,Stand_172_GNN_137526,-2018821.875000000000000,2613766.875000000000000,1822.877578740000000,-121.590036019000000,44.053663541900001
6425,Stand_278_GNN_91001,-2017590.000000000000000,2611140.000000000000000,1554.788696290000000,-121.566420347000000,44.033891435800001
6426,Stand_269_GNN_78828,-2024610.000000000000000,2611260.000000000000000,2060.566406250000000,-121.651525362000000,44.018168970200001
6427,Stand_108_GNN_84088,-2022045.000000000000000,2610900.000000000000000,1903.727539060000000,-121.619379857000000,44.021187232099997
6428,Stand_9_GNN_24442,-2017620.600000000100000,2611354.799999999800000,1605.622272950000000,-121.567504455999990,44.035675506399997
6429,Stand_57_GNN_25120,-2019382.941180000100000,2612877.352940000100000,1746.199800379999900,-121.593845116000000,44.044635001899998
6430,Stand_201_GNN_81141,-2019130.000000000000000,2609215.000000000000000,1766.849812830000000,-121.578597590000000,44.013578343100001
6431,Stand_302_GNN_12114,-2020470.000000000000000,2606700.000000000000000,1867.410888670000100,-121.586391723999990,43.988642044400002
6432,Stand_33_GNN_145200,-2022060.000000000000000,2609520.000000000000000,1975.966430660000000,-121.614961123000000,44.009223091099997
6433,Stand_107_GNN_24758,-2020110.000000000000000,2607660.000000000000000,1822.510864260000100,-121.585244608000000,43.997799069499997
6434,Stand_163_GNN_137268,-2019106.666669999900000,2612075.555559999800000,1710.052485709999900,-121.587839751999990,44.038362763300000
6435,Stand_248_GNN_14447,-2025810.000000000000000,2610780.000000000000000,1922.699829100000000,-121.664398019000000,44.011150287699998
6436,Stand_109_GNN_137471,-2020920.000000000000000,2609295.000000000000000,1879.360900879999900,-121.600459242000000,44.009999676100001
6437,Stand_30_GNN_25253,-2023774.941180000100000,2610385.411760000000000,2125.685397520000200,-121.638533761000010,44.012606234899998
6438,Stand_68_GNN_23424,-2018115.000000000000000,2612145.000000000000000,1614.855407719999900,-121.576101923000000,44.041328273399998
6439,Stand_129_GNN_20739,-2021070.000000000000000,2609220.000000000000000,1886.299804690000000,-121.602018970000000,44.008993377600000
6440,Stand_117_GNN_89425,-2021880.000000000000000,2611830.000000000000000,1799.744262700000000,-121.620489592000000,44.029620066600003
6441,Stand_185_GNN_14600,-2025690.000000000000000,2611417.500000000000000,1936.449798580000100,-121.665079230000000,44.016946970799999
6442,Stand_53_GNN_84280,-2018220.000000000000000,2610225.000000000000000,1606.594299319999900,-121.570978536000000,44.024479331099997
6443,Stand_52_GNN_12194,-2018820.000000000000000,2610570.000000000000000,1677.610961910000000,-121.579367170000000,44.026031222100002
6444,Stand_87_GNN_93088,-2025500.000000000000000,2615120.000000000000000,2098.862711589999900,-121.675155806000010,44.049401168099998
6445,Stand_180_GNN_127780,-2021790.000000000000000,2610090.000000000000000,1903.110839839999900,-121.613603532000000,44.014794735099997
6446,Stand_211_GNN_25052,-2020920.000000000000000,2609490.000000000000000,1868.388671879999900,-121.601108751000000,44.011685265399997
6447,Stand_0_GNN_21112,-2023680.000000000000000,2607480.000000000000000,1929.455322269999900,-121.627700887000000,43.987721459200003
6448,Stand_35_GNN_8959,-2021310.000000000000000,2608830.000000000000000,1884.388671879999900,-121.603615068000000,44.005049416299997
6449,Stand_253_GNN_149299,-2021760.000000000000000,2614290.000000000000000,1974.999755860000100,-121.627245982000010,44.051170883399998
6450,Stand_188_GNN_130578,-2020200.000000000000000,2613950.000000000000000,1829.488688149999900,-121.607282150000000,44.051957566900001
6451,Stand_12_GNN_24403,-2019105.000000000000000,2608680.000000000000000,1800.833129879999900,-121.576515549000010,44.009013074099997
6452,Stand_162_GNN_149639,-2020370.000000000000000,2614220.000000000000000,1851.777587889999900,-121.610234375000000,44.053885716200000
6453,Stand_48_GNN_24845,-2020500.000000000000000,2609760.000000000000000,1801.499755860000100,-121.596941016000000,44.015021497299998
6454,Stand_47_GNN_149321,-2020095.000000000000000,2609610.000000000000000,1778.610900879999900,-121.591555248000010,44.014691200999998
6455,Stand_108_GNN_141226,-2021730.000000000000000,2610930.000000000000000,1862.810913090000000,-121.615679328000000,44.022198825499999
6456,Stand_133_GNN_137444,-2023695.000000000000000,2608440.000000000000000,2101.305419930000000,-121.631081959000000,43.995982912999999
6457,Stand_33_GNN_83057,-2021887.500000000000000,2609552.500000000000000,1954.584960940000000,-121.612988532000000,44.009915908099998
6458,Stand_91_GNN_145576,-2026860.000000000000000,2612475.000000000000000,1872.999816900000000,-121.682725490000000,44.023286102000000
6459,Stand_55_GNN_21178,-2020080.000000000000000,2611110.000000000000000,1682.966430660000000,-121.596369948000000,44.027693581100003
6460,Stand_128_GNN_78788,-2022620.000000000000000,2610895.000000000000000,2008.447916659999900,-121.626300437000000,44.019770531399999
6461,Stand_95_GNN_25053,-2024447.142860000000000,2607685.714290000000000,1947.633108950000000,-121.637637377000000,43.987666402199999
6462,Stand_33_GNN_14563,-2022120.000000000000000,2609167.500000000000000,1971.477569579999900,-121.614510208000000,44.006032934700002
6463,Stand_14_GNN_24726,-2027610.000000000000000,2612400.000000000000000,1906.322021480000100,-121.691521920000000,44.020842058100001
6464,Stand_78_GNN_84053,-2022943.333330000100000,2609270.000000000000000,2038.265190970000000,-121.624783080000000,44.004952520600000
6465,Stand_64_GNN_137471,-2019810.000000000000000,2612940.000000000000000,1743.844238279999900,-121.599208428000000,44.044157442299998
6466,Stand_189_GNN_78828,-2023350.000000000000000,2611260.000000000000000,2027.866455079999900,-121.636324847000000,44.021181099800003
6467,Stand_64_GNN_137472,-2019600.000000000000000,2613270.000000000000000,1700.977661129999900,-121.597773339000000,44.047511370899997
6468,Stand_74_GNN_130578,-2021240.000000000000000,2615430.000000000000000,1926.984944660000100,-121.624772357000000,44.062267600699997
6469,Stand_124_GNN_137472,-2019450.000000000000000,2610720.000000000000000,1692.755371089999900,-121.587468865999990,44.025825316800002
6470,Stand_198_GNN_130631,-2020510.000000000000000,2609830.000000000000000,1804.603515620000100,-121.597294803000000,44.015602729400001
6471,Stand_224_GNN_137268,-2020246.153849999900000,2612621.538460000000000,1820.466468229999900,-121.603411294000000,44.040363465799999
6472,Stand_256_GNN_16738,-2023912.500000000000000,2612777.500000000000000,2021.134948729999900,-121.648175272000000,44.032952640399998
6473,Stand_289_GNN_25306,-2018400.000000000000000,2611710.000000000000000,1739.510864260000100,-121.578093585000000,44.036888038599997
6474,Stand_60_GNN_11892,-2020605.000000000000000,2611635.000000000000000,1762.066467290000000,-121.604454326000000,44.030978874600002
6475,Stand_155_GNN_84329,-2022270.000000000000000,2615070.000000000000000,2040.033081050000000,-121.636004627999990,44.056694496399999
6476,Stand_155_GNN_84328,-2022315.000000000000000,2615040.000000000000000,2039.094238279999900,-121.636447682000000,44.056327626300003
6477,Stand_61_GNN_145350,-2022150.000000000000000,2612580.000000000000000,1888.099731450000000,-121.626248717000000,44.035457982899999
6478,Stand_52_GNN_24845,-2018831.250000000000000,2610660.000000000000000,1691.242874150000000,-121.579802528000000,44.026782429299999
6479,Stand_151_GNN_136495,-2020440.000000000000000,2613270.000000000000000,1782.322021480000100,-121.607912222000000,44.045506318299999
6480,Stand_25_GNN_141226,-2021820.000000000000000,2613210.000000000000000,1891.610961910000000,-121.624367541000000,44.041692000099999
6481,Stand_52_GNN_23628,-2018820.000000000000000,2610690.000000000000000,1695.588623050000000,-121.579766638000000,44.027068603399997
6482,Stand_80_GNN_83057,-2022323.750000000000000,2610187.500000000000000,1993.330563860000000,-121.620367634000000,44.014362845100003
6483,Stand_296_GNN_11955,-2019727.500000000000000,2611477.500000000000000,1726.630340570000000,-121.593340328000000,44.031711562200002
6484,Stand_120_GNN_14019,-2017890.000000000000000,2612730.000000000000000,1784.433105470000100,-121.575333650999990,44.046922247300003
6485,Stand_18_GNN_20888,-2024340.000000000000000,2612700.000000000000000,2049.477539059999800,-121.653074722000000,44.031260538300003
6486,Stand_37_GNN_21209,-2020322.727269999900000,2608052.727270000100000,1832.269497960000100,-121.589117784000000,44.000686457299999
6487,Stand_90_GNN_137234,-2026260.000000000000000,2613000.000000000000000,2002.977539060000000,-121.677241563000000,44.029259650900002
6488,Stand_63_GNN_21178,-2021417.142860000000000,2613827.142860000000000,1930.028372629999900,-121.621563775000000,44.047988963000002
6489,Stand_264_GNN_137417,-2021241.346150000100000,2610429.807690000200000,1820.451291600000100,-121.608116631000000,44.019041941099999
6490,Stand_117_GNN_141180,-2021640.000000000000000,2611710.000000000000000,1793.088623050000000,-121.617193549000010,44.029156000199997
6491,Stand_24_GNN_78828,-2022288.000000000000000,2614464.000000000000000,2002.479760740000100,-121.634199494000000,44.051413265800001
6492,Stand_25_GNN_24481,-2023230.000000000000000,2613667.500000000000000,2022.730346679999900,-121.642910181999990,44.042276970200000
6493,Stand_215_GNN_24588,-2018640.000000000000000,2610930.000000000000000,1634.688720700000000,-121.578393391000010,44.029572625999997
6494,Stand_101_GNN_14408,-2021460.000000000000000,2606380.000000000000000,1800.610921219999900,-121.597265792000000,43.983514181300002
6495,Stand_105_GNN_127780,-2019750.000000000000000,2606955.000000000000000,1803.471984860000000,-121.578556385000000,43.992563403200002
6496,Stand_198_GNN_2928,-2020530.000000000000000,2609940.000000000000000,1805.244262700000000,-121.597902475000000,44.016505866099997
6497,Stand_288_GNN_21178,-2019618.750000000000000,2612148.750000000000000,1728.348434450000000,-121.594263897999990,44.037773754200003
6498,Stand_83_GNN_20888,-2026710.000000000000000,2614050.000000000000000,2013.322021480000100,-121.686180105000010,44.037256824200000
6499,Stand_180_GNN_14451,-2021810.000000000000000,2610055.000000000000000,1914.511820470000000,-121.613728171000010,44.014444446500001
6500,Stand_162_GNN_24981,-2020348.421050000000000,2614408.421050000000000,1863.407393610000100,-121.610602121000000,44.055566054499998
6501,Stand_66_GNN_92837,-2017890.000000000000000,2611470.000000000000000,1638.355346679999900,-121.571139339000000,44.036029225999997
6502,Stand_233_GNN_84088,-2023985.000000000000000,2611560.000000000000000,2136.046061200000200,-121.644986651000000,44.022256233500002
6503,Stand_2_GNN_137593,-2018277.272730000100000,2610908.181820000100000,1592.569513490000000,-121.573943340000000,44.030248918100000
6504,Stand_256_GNN_9895,-2023710.000000000000000,2612580.000000000000000,2018.094238279999900,-121.645072703000000,44.031729751000000
6505,Stand_239_GNN_129921,-2023230.000000000000000,2612700.000000000000000,1968.655273440000000,-121.639681347000010,44.033914395399997
6506,Stand_99_GNN_130631,-2020980.000000000000000,2609010.000000000000000,1871.177612300000000,-121.600233813000000,44.007392935699997
6507,Stand_267_GNN_149639,-2021640.000000000000000,2614770.000000000000000,1976.977539060000000,-121.627398937000000,44.055606757600003
6508,Stand_136_GNN_8049,-2017725.000000000000000,2611871.250000000000000,1622.360916140000000,-121.570483334000000,44.039891497500001
6509,Stand_70_GNN_14451,-2018430.000000000000000,2613640.000000000000000,1852.855346679999900,-121.584882698000000,44.053501551899998
6510,Stand_96_GNN_149639,-2023720.000000000000000,2608165.000000000000000,2046.512756350000000,-121.630466652000000,43.993546349399999
6511,Stand_10_GNN_21148,-2024682.857140000000000,2613068.571430000000000,2092.639474050000000,-121.658442156000010,44.033626095400002
6512,Stand_209_GNN_145614,-2027325.000000000000000,2613005.000000000000000,1924.030334470000100,-121.690106413000000,44.026753004200003
6513,Stand_5_GNN_8994,-2026380.827589999900000,2611883.379310000200000,1916.540472619999900,-121.674968504000010,44.019320186999998
6514,Stand_50_GNN_14408,-2019720.000000000000000,2608860.000000000000000,1793.088745120000100,-121.584534128000000,44.009102459499999
6515,Stand_82_GNN_13651,-2020985.000000000000000,2611335.000000000000000,1756.340555820000000,-121.608040030000000,44.027478473999999
6516,Stand_100_GNN_130578,-2021160.000000000000000,2606940.000000000000000,2004.988647460000000,-121.595512170000010,43.989070510099999
6517,Stand_80_GNN_145200,-2022030.000000000000000,2609820.000000000000000,1967.299804690000000,-121.615599018000000,44.011887832799999
6518,Stand_274_GNN_136199,-2017770.000000000000000,2610330.000000000000000,1651.799804690000000,-121.565897508000010,44.026459750100003
6519,Stand_38_GNN_14563,-2020693.125000000000000,2608100.625000000000000,1845.719924929999900,-121.593745104000010,44.000216826900001
6520,Stand_20_GNN_85910,-2022167.704919999900000,2612130.655739999800000,1870.412841800000000,-121.624963763000000,44.031531641999997
6521,Stand_195_GNN_85910,-2020650.000000000000000,2611125.000000000000000,1694.672058100000000,-121.603297973000000,44.026462882499999
6522,Stand_115_GNN_13091,-2020380.000000000000000,2611140.000000000000000,1690.910888670000100,-121.600089952000000,44.027236975100003
6523,Stand_264_GNN_140722,-2022060.000000000000000,2610420.000000000000000,1937.599731450000000,-121.617960751000000,44.017002414099998
6524,Stand_214_GNN_24817,-2021490.000000000000000,2608620.000000000000000,1923.710937500000000,-121.605086821000000,44.002804566199998
6525,Stand_212_GNN_137526,-2021113.333330000100000,2607590.000000000000000,1923.286200629999900,-121.597113401000000,43.994800360699998
6526,Stand_74_GNN_25119,-2021420.000000000000000,2615460.000000000000000,1939.964579259999900,-121.627045425000010,44.062096884200002
6527,Stand_302_GNN_94115,-2020620.000000000000000,2606850.000000000000000,1878.610839839999900,-121.588700005000010,43.989580850400003
6528,Stand_227_GNN_149321,-2021250.000000000000000,2608020.000000000000000,1909.255371089999900,-121.600193624000000,43.998191085899997
6529,Stand_5_GNN_25052,-2026524.000000000000000,2612082.000000000000000,1899.488647460000000,-121.677359128000010,44.020694042800002
6530,Stand_170_GNN_8534,-2019744.000000000000000,2611608.000000000000000,1770.093139650000000,-121.593974137999990,44.032800310699997
6531,Stand_138_GNN_14345,-2022690.000000000000000,2611380.000000000000000,1967.188720700000000,-121.628762330000000,44.023795420900001
6532,Stand_55_GNN_81101,-2019990.000000000000000,2611290.000000000000000,1700.560913090000000,-121.595883501000000,44.029464349000001
6533,Stand_50_GNN_137526,-2019816.000000000000000,2608675.500000000000000,1790.594799799999900,-121.585078128000010,44.007278592600002
6534,Stand_136_GNN_80656,-2017710.000000000000000,2611710.000000000000000,1581.996134440000100,-121.569765594000000,44.038533203000000
6535,Stand_261_GNN_8994,-2023170.000000000000000,2613900.000000000000000,2033.377563479999900,-121.642962123000000,44.044430028199997
6536,Stand_116_GNN_137417,-2021427.272730000100000,2612089.090909999800000,1840.768477010000000,-121.615890412000000,44.032940881700000
6537,Stand_4_GNN_137506,-2026467.500000000000000,2613872.500000000000000,1993.338653560000000,-121.682660888000000,44.036303429500002
6538,Stand_123_GNN_140722,-2021298.750000000000000,2613930.000000000000000,1949.422012329999900,-121.620477847000000,44.049160874899997
6539,Stand_5_GNN_136257,-2026380.000000000000000,2612265.000000000000000,1912.299804690000000,-121.676233444000000,44.022620262200000
6540,Stand_46_GNN_14498,-2018760.000000000000000,2609970.000000000000000,1612.705383300000000,-121.576646029000000,44.020987398700001
6541,Stand_77_GNN_149299,-2020770.000000000000000,2614200.000000000000000,1844.577514650000000,-121.614996073000000,44.052757671599998
6542,Stand_302_GNN_21112,-2020470.000000000000000,2606820.000000000000000,1885.044189450000000,-121.586791078999990,43.989679329300003
6543,Stand_196_GNN_21148,-2022990.000000000000000,2614083.333329999800000,2028.102240669999900,-121.641401712999990,44.046444983599997
6544,Stand_229_GNN_14452,-2019622.500000000000000,2609430.000000000000000,1761.588714600000000,-121.585255274000000,44.014262356600000
6545,Stand_181_GNN_85910,-2021357.142860000000000,2610638.571430000000000,1766.406127929999900,-121.610209402000000,44.020570037200002
6546,Stand_26_GNN_78828,-2024316.000000000000000,2611866.000000000000000,2060.328613279999900,-121.650001196000010,44.024109621800001
6547,Stand_101_GNN_13272,-2021235.000000000000000,2607255.000000000000000,1994.394226080000000,-121.597465418000000,43.991614351400003
6548,Stand_100_GNN_2946,-2021445.000000000000000,2606850.000000000000000,1895.205383300000000,-121.598649635000000,43.987612511899997
6549,Stand_130_GNN_136425,-2020290.000000000000000,2608740.000000000000000,1811.455322269999900,-121.591011002000000,44.006705452699997
6550,Stand_275_GNN_24544,-2018190.000000000000000,2611080.000000000000000,1597.066467290000000,-121.573461974000000,44.031942377500002
6551,Stand_163_GNN_8685,-2019063.750000000000000,2611973.750000000000000,1701.170644119999900,-121.586982727000010,44.037585049299999
6552,Stand_64_GNN_78788,-2020170.000000000000000,2613690.000000000000000,1816.577636720000100,-121.606053311000000,44.049781597600003
6553,Stand_212_GNN_133151,-2021190.000000000000000,2607690.000000000000000,1918.733154300000000,-121.598371058000000,43.995481799899999
